Group,Question,Response,value,Region II,Region III,Region IV,Region V,Region VI,Region VII,Region VIII,Total
Exposure to crimes,Perception of crime response (% agree),"It is acceptable for the police to use violence against criminals, even if they are not violent",0.24,0.35,0.30,0.25,0.26,0.29,0.19,0.17,0.26
Exposure to crimes,Perception of crime response (% agree),"Sometimes, it is acceptable for the community to use violence in response to a crime",0.24,0.41,0.30,0.32,0.30,0.27,0.29,0.25,0.29
Exposure to crimes,Acceptable use of violence in response to crimes,Murder,0.31,0.42,0.44,0.37,0.23,0.26,0.28,0.35,0.31
Exposure to crimes,Acceptable use of violence in response to crimes,Sexual violence / rape,0.28,0.26,0.33,0.29,0.23,0.23,0.22,0.24,0.25
Exposure to crimes,Acceptable use of violence in response to crimes,Other physical violence,0.05,0.11,0.17,0.05,0.08,0.05,0.04,0.04,0.07
Exposure to crimes,Acceptable use of violence in response to crimes,Theft,0.12,0.27,0.20,0.19,0.19,0.13,0.18,0.17,0.17
Exposure to crimes,Acceptable use of violence in response to crimes,Kidnapping,0.01,0.01,0.01,0.00,0.01,0.01,0.02,0.01,0.01
Exposure to crimes,Acceptable use of violence in response to crimes,Never/none/not okay,0.56,0.38,0.39,0.44,0.63,0.62,0.61,0.53,0.55
Exposure to crimes,Acceptable use of violence in response to crimes,Other,0.01,0.02,0.01,0.02,0.02,0.01,0.01,0.02,0.01
Exposure to crimes,Level of violence,Past level (% a lot - extreme),0.34,0.36,0.40,0.41,0.30,0.29,0.24,0.29,0.32
Exposure to crimes,Level of violence,Risk of community violence (% a lot - extreme),0.13,0.21,0.17,0.20,0.17,0.16,0.14,0.16,0.16
Exposure to crimes,Risk of conflict becoming violent (somewhat - extremely likely),Community conflicts over the use and dstribution of natural resources?,0.40,0.33,0.29,0.36,0.25,0.30,0.42,0.45,0.34
Exposure to crimes,Risk of conflict becoming violent (somewhat - extremely likely),Community conflicts over other agrarian issues?,0.37,0.24,0.25,0.27,0.20,0.28,0.39,0.39,0.30
Exposure to crimes,Risk of conflict becoming violent (somewhat - extremely likely),Community conflicts over development decisions?,0.43,0.38,0.25,0.35,0.26,0.34,0.50,0.38,0.37
Exposure to crimes,Risk of conflict becoming violent (somewhat - extremely likely),"Community conflicts over jobs, the economy?",0.26,0.23,0.26,0.23,0.21,0.27,0.39,0.33,0.28
Exposure to crimes,Risk of conflict becoming violent (somewhat - extremely likely),Other conflicts,0.18,0.19,0.14,0.16,0.16,0.20,0.31,0.27,0.20
Domestic violence,Acceptable circumstances for inter-partner violence,Never,0.92,0.92,0.93,0.91,0.95,0.92,0.94,0.93,0.93
Domestic violence,Acceptable circumstances for inter-partner violence,Lack of respect,0.05,0.01,0.04,0.05,0.03,0.03,0.02,0.02,0.03
Domestic violence,Acceptable circumstances for inter-partner violence,Having an affair,0.04,0.04,0.04,0.05,0.03,0.04,0.03,0.02,0.04
Domestic violence,Acceptable circumstances for inter-partner violence,Food not ready,0.00,0.00,0.01,0.01,0.00,0.01,0.01,0.01,0.01
Domestic violence,Acceptable circumstances for inter-partner violence,Damage something/lose money,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Domestic violence,Acceptable circumstances for inter-partner violence,Come back home too late,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.01
Domestic violence,Acceptable circumstances for inter-partner violence,Go somewhere without permission,0.01,0.02,0.00,0.00,0.00,0.01,0.00,0.00,0.01
Domestic violence,Acceptable circumstances for inter-partner violence,Self-defense/They abuse first/defend my child,0.00,0.00,0.01,0.00,0.01,0.01,0.01,0.01,0.01
Domestic violence,Acceptable circumstances for inter-partner violence,"Other, specify",0.02,0.03,0.01,0.02,0.01,0.01,0.01,0.02,0.02
Domestic violence,Acceptable circumstances for vuiolence against children,Never,0.78,0.80,0.82,0.73,0.78,0.78,0.71,0.78,0.77
Domestic violence,Acceptable circumstances for vuiolence against children,Lack of respect,0.14,0.08,0.11,0.16,0.13,0.12,0.20,0.11,0.14
Domestic violence,Acceptable circumstances for vuiolence against children,Damage something/lose money,0.02,0.01,0.02,0.03,0.01,0.01,0.00,0.02,0.01
Domestic violence,Acceptable circumstances for vuiolence against children,Don't go to school,0.02,0.01,0.02,0.02,0.01,0.01,0.01,0.03,0.02
Domestic violence,Acceptable circumstances for vuiolence against children,Bad results at school,0.02,0.01,0.02,0.01,0.01,0.01,0.00,0.04,0.01
Domestic violence,Acceptable circumstances for vuiolence against children,Women getting pregnant,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.01,0.00
Domestic violence,Acceptable circumstances for vuiolence against children,Cuando son muy contestones y malcriados,0.12,0.14,0.10,0.17,0.12,0.10,0.17,0.09,0.13
Domestic violence,Acceptable circumstances for vuiolence against children,Going around with bad people,0.04,0.03,0.03,0.05,0.02,0.02,0.04,0.04,0.03
Domestic violence,Acceptable circumstances for vuiolence against children,Stealing,0.05,0.04,0.01,0.05,0.03,0.03,0.03,0.04,0.04
Domestic violence,Acceptable circumstances for vuiolence against children,To correct/educate/train them,0.01,0.01,0.01,0.00,0.00,0.02,0.02,0.00,0.01
Domestic violence,Acceptable circumstances for vuiolence against children,"Other, specify",0.00,0.00,0.01,0.01,0.00,0.02,0.01,0.00,0.01
Domestic violence,Acceptable circumstances for vuiolence against children,No response,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.05,0.01
Domestic violence,Exposure,Violence or threat by partner,0.06,0.08,0.08,0.08,0.06,0.11,0.10,0.05,0.08
Domestic violence,Exposure,Threat with a weapon by a spouse - prevalence,0.01,0.01,0.02,0.02,0.01,0.02,0.03,0.01,0.02
Domestic violence,Exposure,Threat with a weapon by a spouse - incidence (one year),0.01,0.01,0.00,0.01,0.00,0.01,0.01,0.00,0.01
Domestic violence,Exposure,"Hit by a spouse in a manner that causes pain, injury - prevalence",0.02,0.05,0.05,0.05,0.04,0.06,0.05,0.03,0.05
Domestic violence,Exposure,"Hit by a spouse in a manner that causes pain, injury - incidence (one year)",0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.00,0.01
Domestic violence,Exposure,"Sexual abuse by a spouse, partner - prevalence",0.00,0.00,0.00,0.01,0.01,0.01,0.02,0.00,0.01
Domestic violence,Exposure,"Sexual abuse by a spouse, partner - incidence (one year)",0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00
Domestic violence,Exposure,Has threatened a spouse or partner with a weapon - prevalence,0.00,0.00,0.00,0.00,0.02,0.01,0.00,0.01,0.01
Domestic violence,Exposure,Has threatened a spouse or partner with a weapon - incidence (one year),0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00
Domestic violence,Exposure,"Has hit a spouse or partner in a manner that causes pain, injury - prevalence",0.04,0.00,0.02,0.01,0.03,0.03,0.02,0.02,0.02
Domestic violence,Exposure,"Has hit a spouse or partner in a manner that causes pain, injury - incidence (one year)",0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,0.01
Domestic violence,Exposure,Has hit a child in a manner that caused serious pain or injury - prevalence,0.06,0.00,0.04,0.03,0.05,0.03,0.03,0.02,0.04
Domestic violence,Exposure,Has hit a child in a manner that caused serious pain or injury - incidence (one year),0.02,0.00,0.02,0.01,0.03,0.01,0.01,0.01,0.01
Domestic violence,Response to domestic violence (if experienced),Denounced the assailant,0.08,0.09,0.22,0.16,0.20,0.18,0.12,0.29,0.15
Domestic violence,Response to domestic violence (if experienced),Kept it a secret,0.62,0.78,0.33,0.37,0.20,0.51,0.63,0.43,0.52
Domestic violence,Response to domestic violence (if experienced),Reported it to a NGO,0.00,0.00,0.06,0.00,0.00,0.01,0.05,0.14,0.02
Domestic violence,Response to domestic violence (if experienced),Told a religious oranizaiton,0.00,0.09,0.17,0.00,0.05,0.03,0.05,0.14,0.05
Domestic violence,Response to domestic violence (if experienced),Went to the doctor,0.00,0.00,0.06,0.00,0.00,0.07,0.08,0.14,0.04
Domestic violence,Response to domestic violence (if experienced),Nothing,0.00,0.00,0.11,0.21,0.26,0.07,0.00,0.00,0.07
Domestic violence,Response to domestic violence (if experienced),Went to my family,0.00,0.00,0.11,0.05,0.00,0.03,0.05,0.00,0.03
Domestic violence,Response to domestic violence (if experienced),Left my partner,0.15,0.00,0.06,0.05,0.10,0.03,0.05,0.00,0.06
Domestic violence,Response to domestic violence (if experienced),"Other, specify",0.00,0.00,0.06,0.00,0.00,0.04,0.08,0.00,0.03
Domestic violence,Response to domestic violence (if experienced),No response,0.15,0.13,0.06,0.16,0.25,0.12,0.10,0.29,0.14
Domestic violence,Response to domestic violence (if experienced),Has threatened a spouse or partner with a weapon - prevalence,0.00,0.00,0.00,0.00,0.02,0.01,0.00,0.01,0.01
Domestic violence,Response to domestic violence (if experienced),Has threatened a spouse or partner with a weapon - incidence (one year),0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00
Domestic violence,Response to domestic violence (if experienced),"Has hit a spouse or partner in a manner that causes pain, injury - prevalence",0.04,0.00,0.02,0.01,0.03,0.03,0.02,0.02,0.02
Domestic violence,Response to domestic violence (if experienced),"Has hit a spouse or partner in a manner that causes pain, injury - incidence (one year)",0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,0.01
Domestic violence,Response to domestic violence (if experienced),Has hit a child in a manner that caused serious pain or injury - prevalence,0.06,0.00,0.04,0.03,0.05,0.03,0.03,0.02,0.04
Domestic violence,Response to domestic violence (if experienced),Has hit a child in a manner that caused serious pain or injury - incidence (one year),0.02,0.00,0.02,0.01,0.03,0.01,0.01,0.01,0.01
Justice,Knowledge and access,Understanding of formal justice system (% little - none),0.54,0.55,0.57,0.55,0.55,0.62,0.58,0.63,0.57
Justice,Knowledge and access,Knowledge nof rights as citizen (% little - none),0.21,0.33,0.19,0.22,0.25,0.33,0.25,0.28,0.26
Justice,Knowledge and access,Access to justice (% bad - very bad),0.34,0.28,0.35,0.29,0.35,0.32,0.27,0.31,0.32
Justice,Perception of justice (% agree),People have equal rights before the law in Guatemala,0.77,0.75,0.74,0.78,0.84,0.80,0.81,0.79,0.79
Justice,Perception of justice (% agree),Laws in Guatemala favor some people / groups,0.82,0.72,0.78,0.68,0.77,0.82,0.79,0.78,0.78
Justice,Perception of justice (% agree),Some people are above the law,0.71,0.73,0.78,0.59,0.76,0.79,0.72,0.72,0.73
Justice,Perception of justice (% agree),judges and prosecutors are generally respectful of the rights of defendants and victims,0.34,0.38,0.36,0.46,0.41,0.44,0.34,0.46,0.39
Justice,Perception of justice (% agree),"Courts treat people fairly regardless of their income, race, national or social origin, gender or religion",0.33,0.39,0.35,0.43,0.37,0.42,0.27,0.46,0.37
Justice,Perception of justice (% agree),Victims of crime have to pay an unofficial fee to have their complaints proceed to court,0.26,0.15,0.16,0.22,0.21,0.25,0.24,0.21,0.23
Justice,Perception of justice (% agree),Women who are victims of sexual or other gender-based violence are able to receive a fair hearing in court?,0.78,0.79,0.76,0.77,0.82,0.81,0.78,0.78,0.79
Justice,Perception of justice (% agree),Men who are victims of sexual or other gender-based violence are able to receive a fair hearing in court?,0.77,0.78,0.73,0.77,0.79,0.78,0.73,0.77,0.77
Justice,Perception of justice (% agree),Judges are able to make decisions without interference by Government or politicians?,0.28,0.33,0.26,0.38,0.25,0.30,0.25,0.32,0.29
Justice,Perception of justice (% agree),People can avoid a conviction or receive a less severe punishment by paying a bribe,0.52,0.30,0.37,0.37,0.44,0.51,0.58,0.30,0.46
